PG.ProteinAccessions,PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,Control_R1.raw.PG.Quantity,Control_R1.raw.PG.NrOfPrecursorsMeasured,Control_R1.raw.PG.NrOfStrippedSequencesIdentified,Control_R2.raw.PG.Quantity,Control_R2.raw.PG.NrOfPrecursorsMeasured,Control_R2.raw.PG.NrOfStrippedSequencesIdentified,Control_R3.raw.PG.Quantity,Control_R3.raw.PG.NrOfPrecursorsMeasured,Control_R3.raw.PG.NrOfStrippedSequencesIdentified,TreatmentA_R1.raw.PG.Quantity,TreatmentA_R1.raw.PG.NrOfPrecursorsMeasured,TreatmentA_R1.raw.PG.NrOfStrippedSequencesIdentified,TreatmentA_R2.raw.PG.Quantity,TreatmentA_R2.raw.PG.NrOfPrecursorsMeasured,TreatmentA_R2.raw.PG.NrOfStrippedSequencesIdentified,TreatmentA_R3.raw.PG.Quantity,TreatmentA_R3.raw.PG.NrOfPrecursorsMeasured,TreatmentA_R3.raw.PG.NrOfStrippedSequencesIdentified,TreatmentB_R1.raw.PG.Quantity,TreatmentB_R1.raw.PG.NrOfPrecursorsMeasured,TreatmentB_R1.raw.PG.NrOfStrippedSequencesIdentified,TreatmentB_R2.raw.PG.Quantity,TreatmentB_R2.raw.PG.NrOfPrecursorsMeasured,TreatmentB_R2.raw.PG.NrOfStrippedSequencesIdentified,TreatmentB_R3.raw.PG.Quantity,TreatmentB_R3.raw.PG.NrOfPrecursorsMeasured,TreatmentB_R3.raw.PG.NrOfStrippedSequencesIdentified,PG.Log2FC,PG.Pvalue
P00480,GENE0480,Protein description 480,GENE0480_HUMAN,2585693.556049148,11,8,2918165.296387134,13,7,3401195.6371372268,12,7,3789426.089970182,13,8,4797965.525939393,12,8,3704767.3572784727,11,7,2409751.015888193,11,7,2557572.65065947,13,8,2274965.2960421727,11,7,0.4640434028744842,0.048449255710005905
P00481,GENE0481,Protein description 481,GENE0481_HUMAN,45675.810386653524,2,1,40667.17761033226,4,2,49070.94466113478,4,2,51750.729339918835,4,1,49029.35487559289,3,1,52617.03371458419,3,1,46226.48330208223,2,1,47700.425850882966,3,1,49396.92193803086,4,1,0.1835302180888867,0.09625494548497895
P00482,GENE0482,Protein description 482,GENE0482_HUMAN,384063.55255468545,3,3,404521.06473007164,3,4,456527.04423362005,2,3,524394.6509867177,3,4,429391.86726091785,2,3,448778.3122983114,1,4,317129.9464760817,3,3,351155.5559260055,1,3,369471.84973069816,1,3,0.1702301925595897,0.2112260002242909
P00483,GENE0483,Protein description 483,GENE0483_HUMAN,37140.28536456487,9,3,40896.91928830715,7,4,35826.06386054919,7,3,46869.34169515289,7,3,46052.83146525531,9,4,42220.60474200283,9,4,32159.53457899422,8,3,34903.27282258495,8,4,29957.332633457896,9,4,0.24796500587667936,0.028092906900457532
P00484,GENE0484,Protein description 484,GENE0484_HUMAN,89890.38474403514,10,1,83984.86952872635,12,2,91764.7442823819,12,2,111763.14328206006,11,2,138463.79504617004,11,2,125477.79146695057,11,1,76956.6585275427,10,1,72610.11787649326,11,1,71230.33754394195,11,2,0.49564446615394075,0.0070129360529813155
P00485,GENE0485,Protein description 485,GENE0485_HUMAN,30058.85379598569,10,1,28575.736717029304,10,1,30857.768632184754,10,1,29515.076998775392,9,2,32223.515719065632,10,1,33443.52704534632,8,1,,8,1,22902.69220822911,8,2,,9,2,0.08769286163047951,0.23366426402334384
P00486,GENE0486,Protein description 486,GENE0486_HUMAN,27482.496675994775,13,2,25937.183136111045,12,1,23751.735900740547,11,2,23470.756984580865,11,2,30226.73178112651,11,2,26802.100833466484,13,1,19086.19066747646,12,1,19695.88828654088,12,2,20057.849382832883,13,1,0.05582254074599291,0.6707035919969327
P00487,GENE0487,Protein description 487,GENE0487_HUMAN,7913.089013226383,12,8,7451.025181869595,11,7,7935.298048130778,12,8,11135.188983471142,11,7,9766.529543321749,11,7,8626.9288747677,11,8,6775.547954760747,11,7,11359.865370469637,11,7,,12,8,0.3345942890343796,0.03870854982127503
P00488,GENE0488,Protein description 488,GENE0488_HUMAN,66584.84495697811,12,7,66222.0198469045,12,8,77856.24172146447,10,7,94170.43927412007,12,7,86625.62442837453,12,7,70844.12266638114,10,7,56324.24993269124,11,7,66508.57991575442,11,7,65092.25784687614,11,8,0.2504662354067335,0.15676712614196542
P00489,GENE0489,Protein description 489,GENE0489_HUMAN,9021.04961040161,9,5,8996.843670005688,8,6,8699.861440288452,10,5,8200.19617407546,10,6,10356.240057601308,9,6,8558.830325592866,10,5,6263.694032130818,8,6,8091.906472140956,8,5,7127.791777323389,10,6,0.013931265735742215,0.9007316415510092
P00490,GENE0490,Protein description 490,GENE0490_HUMAN,120758.17880133199,3,6,102507.14198227653,2,6,108331.77231536762,1,6,124115.83675389309,3,6,133573.44974750688,3,6,127698.92377874273,1,6,15148.806954729482,1,7,17759.37099594495,2,7,14425.855116398825,2,6,0.2195883621534307,0.044554108988884226
P00491,GENE0491,Protein description 491,GENE0491_HUMAN,176608.7434129852,5,3,281499.90922873013,5,4,244108.60994766178,3,3,214905.00338371517,3,3,229868.47462516703,4,4,225868.5397767244,4,4,150705.71418208219,3,3,200340.92462900217,5,3,218278.0873281862,5,4,-0.04040779208860101,0.8505516316164974
P00492,GENE0492,Protein description 492,GENE0492_HUMAN,56379.42772082884,12,4,71400.77296023628,10,4,58584.94429473099,10,4,67224.890395324,11,4,78410.67519393083,11,4,76279.99362346403,11,5,54867.10483846997,10,4,49147.69622204809,11,4,46296.401452352715,12,4,0.25657060748353544,0.11096516505317623
P00493,GENE0493,Protein description 493,GENE0493_HUMAN,20500.147940164705,6,8,18848.97813205769,5,8,15925.008390548564,7,7,23631.43557761746,6,7,21191.15309483931,6,7,24097.564069976062,5,7,17015.833318297267,6,8,14960.406693832927,7,8,16422.663373846848,7,8,0.32388063929748334,0.05627561540548656
P00494,GENE0494,Protein description 494,GENE0494_HUMAN,77408.218798358,10,2,73991.13374396288,10,2,,11,2,6600.015645940735,10,2,6057.183172361721,12,3,7763.10381051724,10,3,48828.61646360873,11,2,62873.71480480668,12,3,70405.36636743903,11,2,-3.482597652083088,0.00013545963580701646
P00495,GENE0495,Protein description 495,GENE0495_HUMAN,19111.42934471175,6,3,20500.258201047112,5,3,18151.011210989185,6,3,22653.44090965045,6,3,19933.138741652412,7,3,24665.657587121837,7,3,19333.868350784673,5,2,20491.164536548702,6,3,17953.869090828244,6,3,0.21575838874361786,0.10377783922308562
P00496,GENE0496,Protein description 496,GENE0496_HUMAN,137492.70569831584,2,5,173936.15460142863,2,4,158766.51547440575,1,4,17128.718521951294,2,5,20312.289990614016,3,5,25555.90426561701,1,5,149552.80998900539,2,5,175553.5536893209,2,5,132216.75239243841,2,4,-2.9127257091151844,0.00011515473340200033
P00497,GENE0497,Protein description 497,GENE0497_HUMAN,1269.7626779909988,10,2,1404.5203276546936,11,2,1407.1573323257428,9,3,1476.754409306388,9,3,1367.513073049724,9,3,1580.5361157929708,9,2,1430.8624943086222,11,2,,10,2,1221.9974483793492,11,3,0.11565950644860656,0.21083397671739731
P00498,GENE0498,Protein description 498,GENE0498_HUMAN,17732.533298199916,14,6,18863.667085931,12,5,19662.944593422264,14,5,24742.209300147875,13,6,21166.21648869544,14,5,17661.93936757691,14,6,16484.380179094387,12,6,15319.35259999832,13,6,19854.979315654014,13,5,0.16396443225480795,0.32728894489946814
P00499,GENE0499,Protein description 499,GENE0499_HUMAN,1130.4501450770158,7,6,1052.342456065149,7,6,952.6167188530487,8,5,1113.6557892021654,7,6,1141.5962384182344,8,5,1292.456047636425,6,6,987.7541644031206,7,5,825.6308852571788,6,5,,6,5,0.17866722938016544,0.14138776899962138
P00500,GENE0500,Protein description 500,GENE0500_HUMAN,2173.3175484447283,2,3,2771.9115597961236,2,3,2338.5933116062897,4,3,15168.081931994027,2,3,17387.75782494728,4,3,,3,4,2644.8163380375313,2,3,1802.240915041839,4,4,2233.3406610199204,3,4,2.7493429770064726,0.0003757118766032342
P00501,GENE0501,Protein description 501,GENE0501_HUMAN,317701.04292770097,6,1,352719.4687797962,8,1,383476.0383969162,6,2,376134.86529808835,7,1,365324.2702325052,7,2,511542.65414640954,6,1,244404.4639271858,7,1,297425.40373624384,7,2,306574.00898095104,6,1,0.23665157208642285,0.24558388764039793
P00502,GENE0502,Protein description 502,GENE0502_HUMAN,155574.78101722687,14,1,173864.58226036906,14,2,166052.9137802267,15,1,1453954.171058603,15,2,1896437.5426105552,14,1,2076008.2153517825,14,2,111557.6621647856,14,1,129998.34030612382,13,2,116414.30389296537,14,1,3.4385515883707143,2.8464155297307685e-05
P00503,GENE0503,Protein description 503,GENE0503_HUMAN,10935.981890859828,5,4,9809.369507287536,6,5,7174.184854073516,6,4,8787.653121965097,5,4,11825.413982282515,6,4,11815.304752221875,7,5,1266.3819582193396,5,4,1651.1202273850306,7,4,1994.3985793773277,7,5,0.22463182003696147,0.38670656939397197
P00504,GENE0504,Protein description 504,GENE0504_HUMAN,3117.944998382113,1,4,2347.768690324788,3,3,2926.8877232992304,1,4,2879.119531522185,2,3,2943.028635075279,3,3,2637.470480105286,1,4,29615.77711566659,3,3,22558.351719167425,3,4,24019.137499433305,3,4,0.020277017517662088,0.8863181794624951
P00505,GENE0505,Protein description 505,GENE0505_HUMAN,153.16271482445023,10,2,,12,2,188.2248453589093,10,2,,10,1,228.4486573307652,12,1,221.3764940149288,10,2,,10,2,151.2187156847142,11,1,153.78029672118396,10,1,0.4054248977024999,0.11448764829258788
P00506,GENE0506,Protein description 506,GENE0506_HUMAN,13791.451171781511,5,6,15763.247973140475,4,6,13601.819534853024,5,6,17760.212948478827,6,5,17055.923510470435,6,6,,5,6,10066.057322175327,6,5,10172.681444370359,6,6,10445.736149579665,5,6,0.2780812921744946,0.054069645704147955
P00507,GENE0507,Protein description 507,GENE0507_HUMAN,1708500.2611724844,2,8,2412054.828553644,1,8,1945339.6529727865,2,7,2325654.3694670075,3,7,2077214.7901526159,3,7,2918432.8789352435,3,7,1622416.7259409428,2,8,1827530.8903088686,3,7,1934870.0305473655,2,8,0.27148858539698395,0.25517418478419707
P00508,GENE0508,Protein description 508,GENE0508_HUMAN,64979.710551948934,10,7,81855.76944188871,9,7,79027.1036658584,9,7,83349.6093479369,10,8,98432.10749187968,10,8,78697.40795712336,10,7,59560.73923598174,11,7,49398.72943083774,11,7,60385.03130414574,10,8,0.20639986081798156,0.21920080790464005
P00509,GENE0509,Protein description 509,GENE0509_HUMAN,12245.631597506677,5,2,12855.12739143837,6,2,11740.429451052803,6,2,15188.04706714041,7,2,12618.415238184163,5,1,13962.107324546485,7,2,12269.320548986667,7,2,11029.640785709253,7,1,11906.552199141292,7,1,0.1779625128217095,0.10746408979050472
P00510,GENE0510,Protein description 510,GENE0510_HUMAN,88412.81013663326,2,2,56181.783397305924,4,2,89488.7622376923,2,2,66427.86459333559,3,2,89333.18898472351,2,2,78473.2179913564,3,2,58817.398483543,3,2,70469.43754305138,2,2,64010.29760758871,3,3,0.022373600789002523,0.9338559513290571
P00511,GENE0511,Protein description 511,GENE0511_HUMAN,2402.5605830602494,3,4,1625.5785881354375,2,5,1834.3896514397754,3,4,,3,4,2374.7519128204103,3,5,2839.0175762830067,1,5,1674.2433028594219,3,5,1759.4278115904442,1,4,1720.77919404742,2,5,0.4296422141233549,0.1656385891187693
P00512,GENE0512,Protein description 512,GENE0512_HUMAN,20110.32030982646,5,8,18901.523433094524,4,8,20479.79412333038,4,7,379927.6598588808,5,8,385942.5489289182,3,7,369563.21495746705,5,8,22038.184426101223,4,8,18595.411908194303,4,7,15000.09096140693,5,8,4.2550255033475555,4.456501159939274e-08
P00513,GENE0513,Protein description 513,GENE0513_HUMAN,47376.383486101746,2,6,34240.66301657005,4,6,39621.94590626232,3,6,52608.60860577649,3,5,44063.13594583189,2,5,45929.2000155154,4,6,37163.24951421335,3,6,36688.603048173536,4,5,27763.04494359693,3,6,0.2427014257896687,0.19457756760983203
P00514,GENE0514,Protein description 514,GENE0514_HUMAN,25598.86383933156,3,4,24545.64619137014,3,4,27690.18493484327,2,5,32840.37153231031,2,4,36280.52937008952,2,4,,1,5,25143.120956075516,1,5,18048.71935307647,3,5,19981.399516659418,2,5,0.41369243862142824,0.016486191968893026
P00515,GENE0515,Protein description 515,GENE0515_HUMAN,146231.87592078655,6,8,133925.7979059424,5,7,92763.6084720015,7,8,136723.85014636465,7,8,171073.4728201335,7,7,152338.71246564505,5,7,133692.69794162206,6,8,107446.13413065567,6,8,105843.62821096777,6,7,0.32394701329531017,0.2177863500555457
P00516,GENE0516,Protein description 516,GENE0516_HUMAN,61837.25748739827,11,6,62738.26199815392,12,5,71298.89784360374,13,6,72929.70498849233,11,5,61812.656203472165,13,6,80912.01195992413,12,5,49998.55896991036,11,5,61425.45553129266,11,5,53253.3045249314,13,5,0.1330203471035638,0.3659798638854715
P00517,GENE0517,Protein description 517,GENE0517_HUMAN,132414.0854874115,7,8,90934.54703041272,8,8,97908.98132750904,7,7,7248.689609672707,6,7,7430.872089112254,6,7,9221.609916769245,6,7,74808.18898514361,7,7,98116.42998663298,8,7,94713.28677268684,7,8,-3.737589429071246,4.7463942634748127e-05
P00518,GENE0518,Protein description 518,GENE0518_HUMAN,7879.388775866057,1,8,8715.13508107398,2,8,7549.3096253126705,3,8,10152.558613115643,2,8,10739.900715075775,2,7,13246.839963660479,3,7,8440.232746496376,1,7,6769.0854215458285,2,8,8512.942130076668,2,7,0.49276835960248455,0.020216326188571818
P00519,GENE0519,Protein description 519,GENE0519_HUMAN,152947.93952402298,13,7,175955.96569839283,12,8,140906.78077585896,13,7,195981.41994494305,12,8,182602.0813337165,14,8,212536.09440743868,12,8,143987.52869049137,13,8,156671.09968513358,14,7,125784.35900512025,12,7,0.33471060893777604,0.041413854261938166
P00520,GENE0520,Protein description 520,GENE0520_HUMAN,521533.9194190392,11,4,513418.1876521229,9,4,406253.71717867866,9,5,573591.7096785116,10,5,617982.5752252858,11,4,691675.0858057752,9,5,391987.36776160146,11,5,444413.7079342179,9,4,544713.9674717201,9,5,0.390802773686449,0.04975283580295785
P00521,GENE0521,Protein description 521,GENE0521_HUMAN,6132.747145265772,15,4,6958.620549828161,13,3,5983.135777759418,14,3,743.6714197681192,15,3,749.2239814624149,15,3,634.2281562375975,13,3,5392.656498379846,14,4,5353.521592359931,15,3,4777.261157201719,13,4,-3.1656521878128494,6.79326214799501e-06
P00522,GENE0522,Protein description 522,GENE0522_HUMAN,7126.407391068001,8,1,6363.451903996559,9,1,5946.082685543485,10,2,8598.967099918336,10,2,8143.686612512317,10,2,7528.186248925546,10,1,5105.301645979302,9,2,5523.725117653219,8,1,6104.39107849079,9,2,0.32240789218722377,0.026877003070619822
P00523,GENE0523,Protein description 523,GENE0523_HUMAN,347423.77406081674,9,6,355009.01709184377,9,7,261117.84987003604,9,6,422139.23193361633,9,6,286934.25398512156,7,7,363568.72897262225,7,6,60956.3186671071,9,6,64047.792236063244,9,6,57272.622255455244,9,7,0.15047133484120323,0.5245381726267204
P00524,GENE0524,Protein description 524,GENE0524_HUMAN,18287.202742852613,8,3,30703.67966966942,8,3,19674.59944610439,7,2,33303.7724649512,9,3,26899.359973504772,7,3,23553.606526038973,8,3,19064.336039157894,7,3,,9,3,25861.543789632928,7,3,0.31120839752495755,0.32139524315847656
P00525,GENE0525,Protein description 525,GENE0525_HUMAN,420943.70379285864,1,2,402599.52715713735,3,1,363586.5098166371,3,2,481648.39717690763,1,1,360741.58305290766,1,2,388907.8247827131,3,1,319345.61375355977,3,1,349485.43208384915,3,2,328393.16536174365,3,1,0.04436763584938319,0.7666804228653882
P00526,GENE0526,Protein description 526,GENE0526_HUMAN,16321.170881542503,7,6,15943.8891661433,5,6,17683.454074910085,7,6,21543.664499110102,7,7,16211.225094134696,5,7,14571.889214570969,5,7,1149.6683947712029,6,7,1403.1064912645916,7,7,1497.6402611143199,5,7,0.04843215758850583,0.7949118943930394
P00527,GENE0527,Protein description 527,GENE0527_HUMAN,395706.99455493246,8,4,357478.92655967415,8,3,442904.1270327964,6,4,532184.5147713203,7,3,576309.783998137,8,4,479363.17110141774,6,3,366888.67526183504,7,4,330708.41611736064,8,4,323805.52721639693,8,4,0.410201637630621,0.025341968607076364
P00528,GENE0528,Protein description 528,GENE0528_HUMAN,35488.36707328966,4,5,46501.22844967456,4,5,40782.62680111481,5,4,3697.6726415174476,6,5,,6,4,3361.6018855419456,4,4,33395.028293608004,4,5,30241.279494951643,4,4,35610.89299319852,4,4,-3.528234811257736,0.00018249135128996712
P00529,GENE0529,Protein description 529,GENE0529_HUMAN,56194.712327390516,11,6,46422.97156482764,12,7,40595.052762944724,13,6,56130.670728902354,11,7,55532.15512722376,13,6,63879.03291564286,11,7,40244.160532341426,12,7,47564.92132369568,11,7,50823.538683357634,11,6,0.30362599246483235,0.11435449398318161
P00530,GENE0530,Protein description 530,GENE0530_HUMAN,358724.5605716045,13,3,505583.84812446905,14,3,441045.7263846347,13,3,3603585.360297921,13,3,3198705.872766543,13,3,2573978.4032301214,13,4,441753.52194148337,14,4,432004.7507959617,13,4,340160.07042678964,15,3,2.8449834852390623,0.0001481937618754839
P00531,GENE0531,Protein description 531,GENE0531_HUMAN,19712.213397873606,9,6,16270.444612510217,9,6,17555.990656050897,9,7,16935.583585917193,9,6,17146.63201367616,9,6,19383.7327091491,9,6,15159.515834107211,8,6,12452.471935747024,7,6,18296.465353886197,8,7,-0.0001591726350156364,0.9988261505691839
P00532,GENE0532,Protein description 532,GENE0532_HUMAN,5813.99128899661,11,6,6311.206427007183,13,5,6906.175932908761,12,5,6841.147575512594,11,5,7635.066591156503,13,6,7564.963264602921,13,6,,13,5,6037.457027154446,12,5,5796.781744473296,12,6,0.2136267865965209,0.07184281200145229
P00533,GENE0533,Protein description 533,GENE0533_HUMAN,,3,5,15438.01300336873,4,5,14362.591006975546,3,5,21372.87989971008,4,5,19396.988383729575,3,5,,4,5,10436.55777540475,4,4,12184.359275559229,3,4,,5,5,0.4514054396627767,0.03537364584652398
P00534,GENE0534,Protein description 534,GENE0534_HUMAN,69049.77686475655,12,3,64981.2818535095,13,2,70959.12249613757,12,3,89084.0551020473,12,3,60345.48815437548,14,3,71081.5456279768,14,2,66231.6554725001,14,3,62740.75663678293,12,2,59573.16377566858,13,3,0.08774635596721936,0.6273895255885416
P00535,GENE0535,Protein description 535,GENE0535_HUMAN,2377.4921486956596,10,6,1815.9430962502784,12,7,2188.3039139941498,11,6,2569.141987092959,10,7,1906.0235391320716,10,7,2621.847195431776,10,6,1722.365567057563,10,6,2212.7245116381305,11,7,2451.1121189245937,12,7,0.1474878266142543,0.47647721144238947
P00536,GENE0536,Protein description 536,GENE0536_HUMAN,102394.27779642904,11,3,106968.6267963305,12,2,82023.30081424682,12,3,115400.53062491339,12,3,130880.55583056895,11,3,103486.3220598013,11,2,92816.74567383845,12,3,80215.84714296438,11,2,110179.54240032358,11,3,0.26630406938599194,0.1583497494068779
P00537,GENE0537,Protein description 537,GENE0537_HUMAN,12685.223682574102,10,6,13189.007460478135,9,6,12954.566984441333,10,6,16640.552471142015,10,5,18186.478733757896,8,6,16737.93300523019,9,5,10418.637723549085,9,6,12966.487712083956,9,6,10528.992297523186,9,5,0.40824839825075543,0.0007811897594429436
P00538,GENE0538,Protein description 538,GENE0538_HUMAN,218918.2239988603,11,6,287037.4640195862,13,7,238011.5159212648,11,7,279540.7555263556,11,6,311540.117286926,12,7,325025.1961947288,11,6,183269.27904726594,13,6,222515.5437451154,13,6,214755.70667252888,12,7,0.30678855460074317,0.08148420303923841
P00539,GENE0539,Protein description 539,GENE0539_HUMAN,574.0232592258699,9,2,,9,1,,9,2,593.978855390906,9,1,672.3057996031221,7,2,664.2638234724561,8,2,511.27334108341665,8,2,494.96919703013003,8,1,428.2181066831738,8,2,0.1626526428321018,
P00540,GENE0540,Protein description 540,GENE0540_HUMAN,9204.624744542803,15,4,7448.43300223584,13,4,10936.531124439683,15,4,8711.608611023148,13,3,9070.088554120142,15,3,10596.457424822669,14,4,9244.861014192753,13,4,7127.283777350888,14,3,7446.472334816481,15,3,0.05306224650069247,0.7850508598445851
P00541,GENE0541,Protein description 541,GENE0541_HUMAN,1599.3020264635488,11,6,1877.4893957302588,10,5,1530.3436913166993,9,6,2081.57922456179,9,5,2068.842579326885,10,5,2145.092623707893,11,6,1934.7563060742407,10,5,1725.020491227544,9,6,1442.3740914452883,10,6,0.33581313788513967,0.02105827248959797
P00542,GENE0542,Protein description 542,GENE0542_HUMAN,7423.613948187509,8,3,7836.970303993598,8,3,7354.486502241321,6,3,9035.439906210679,8,2,9949.854528764803,8,3,11175.959886805747,7,3,5738.843043080792,7,2,6638.071815654254,8,2,,8,2,0.4105182619877521,0.01163313696902645
P00543,GENE0543,Protein description 543,GENE0543_HUMAN,43029.768731418815,4,1,,3,2,56410.45254088155,3,1,52824.25934016381,3,2,53042.593681061575,4,2,,4,2,45859.1058619927,4,2,49770.56514874606,4,2,53672.263080408215,3,1,0.10352717954810942,0.6490714462481462
P00544,GENE0544,Protein description 544,GENE0544_HUMAN,26797.270433491307,12,3,23844.951409764686,14,3,18016.98009537029,14,4,31405.414923598193,12,3,23859.790508103117,13,3,28031.890220847155,12,3,18535.12904263301,14,4,20971.76816815222,12,4,21794.242383176927,14,3,0.289178874337928,0.2315579218522473
P00545,GENE0545,Protein description 545,GENE0545_HUMAN,16869.4329581168,3,4,26332.32667529066,2,4,19306.081424208907,2,4,23730.07932123871,1,5,29539.007539731003,3,5,26965.32642082818,2,4,83511.48237498252,1,5,73329.0121989102,1,5,85306.84422408234,1,5,0.38004730867556624,0.1461944852734887
P00546,GENE0546,Protein description 546,GENE0546_HUMAN,23666.665711540027,2,8,23647.93617246625,1,8,23549.691566317797,1,8,30254.70462706823,1,7,32477.564058709162,3,7,29635.00865836332,1,8,20485.17205700435,1,7,20040.756366614634,1,8,17822.953034774924,1,7,0.3812088322447238,0.00068157159595715
P00547,GENE0547,Protein description 547,GENE0547_HUMAN,41364.459018752576,2,7,44700.842349136765,2,7,46079.96187728158,3,7,446115.08096715744,1,7,464209.9343919813,2,7,544739.0723087584,2,6,489464.06077849667,3,7,,1,7,439598.71205724945,1,6,3.4569032322960425,4.0991943122812185e-06
P00548,GENE0548,Protein description 548,GENE0548_HUMAN,6703.790544761033,3,3,5870.514052097029,3,3,4963.5410630455435,4,2,7534.324789658927,3,3,,3,3,6740.569924018893,3,3,4897.889275365263,4,3,4587.452891410638,4,2,4458.259289690804,4,3,0.2965631889619331,0.184381903030672
